Player ID,First Name,Last Name,Team ID,Team Abbreviation,Headshot,Sweater Number,Position,Goals,Assists,Points,Games Played,Plus/Minus
8475176,Ryan,Ellis,4,PHI,https://assets.nhle.com/mugs/nhl/20242025/PHI/8475176.png,94,D,76,199,275,566,116
8473446,Erik,Johnson,4,PHI,https://assets.nhle.com/mugs/nhl/20242025/PHI/8473446.png,77,D,94,251,345,1002,-13
8477499,Rasmus,Ristolainen,4,PHI,https://assets.nhle.com/mugs/nhl/20242025/PHI/8477499.png,55,D,53,239,292,738,-181
8477948,Travis,Sanheim,4,PHI,https://assets.nhle.com/mugs/nhl/20242025/PHI/8477948.png,6,D,51,147,198,522,-42
8476372,Nick,Seeler,4,PHI,https://assets.nhle.com/mugs/nhl/20242025/PHI/8476372.png,24,D,9,39,48,316,-1
8481546,Cam,York,4,PHI,https://assets.nhle.com/mugs/nhl/20242025/PHI/8481546.png,8,D,17,46,63,181,-30
8481178,Egor,Zamula,4,PHI,https://assets.nhle.com/mugs/nhl/20242025/PHI/8481178.png,5,D,6,25,31,109,-12
8481035,Samuel,Ersson,4,PHI,https://assets.nhle.com/mugs/nhl/20242025/PHI/8481035.png,33,G,0,0,0,74,0
8478905,Ivan,Fedotov,4,PHI,https://assets.nhle.com/mugs/nhl/20242025/PHI/8478905.png,82,G,0,0,0,12,0
8482783,Aleksei,Kolosov,4,PHI,https://assets.nhle.com/mugs/nhl/20242025/PHI/8482783.png,35,G,0,0,0,7,0
8478569,Noel,Acciari,5,PIT,https://assets.nhle.com/mugs/nhl/20242025/PIT/8478569.png,55,C,65,47,112,466,-30
8478463,Anthony,Beauvillier,5,PIT,https://assets.nhle.com/mugs/nhl/20242025/PIT/8478463.png,72,L,123,133,256,577,-18
8478047,Michael,Bunting,5,PIT,https://assets.nhle.com/mugs/nhl/20242025/PIT/8478047.png,8,L,81,110,191,294,23
8471675,Sidney,Crosby,5,PIT,https://assets.nhle.com/mugs/nhl/20242025/PIT/8471675.png,87,C,600,1022,1622,1299,212
8479996,Cody,Glass,5,PIT,https://assets.nhle.com/mugs/nhl/20242025/PIT/8479996.png,19,C,29,46,75,201,-8
8475763,Kevin,Hayes,5,PIT,https://assets.nhle.com/mugs/nhl/20242025/PIT/8475763.png,13,R,172,249,421,732,-33
8481481,Blake,Lizotte,5,PIT,https://assets.nhle.com/mugs/nhl/20242025/PIT/8481481.png,46,C,41,72,113,331,37
8471215,Evgeni,Malkin,5,PIT,https://assets.nhle.com/mugs/nhl/20242025/PIT/8471215.png,71,C,504,816,1320,1172,41
8476442,Matt,Nieto,5,PIT,https://assets.nhle.com/mugs/nhl/20242025/PIT/8476442.png,83,L,86,117,203,682,-61
8482055,Drew,O'Connor,5,PIT,https://assets.nhle.com/mugs/nhl/20242025/PIT/8482055.png,10,L,27,32,59,184,-5
8479344,Jesse,Puljujarvi,5,PIT,https://assets.nhle.com/mugs/nhl/20242025/PIT/8479344.png,18,R,57,69,126,376,5
8476483,Rickard,Rakell,5,PIT,https://assets.nhle.com/mugs/nhl/20242025/PIT/8476483.png,67,R,211,254,465,748,-15
8475810,Bryan,Rust,5,PIT,https://assets.nhle.com/mugs/nhl/20242025/PIT/8475810.png,17,R,180,205,385,587,47
8481577,Philip,Tomasino,5,PIT,https://assets.nhle.com/mugs/nhl/20242025/PIT/8481577.png,53,C,25,49,74,163,1
8477435,Ryan,Graves,5,PIT,https://assets.nhle.com/mugs/nhl/20242025/PIT/8477435.png,27,D,31,83,114,392,86
8476891,Matt,Grzelcyk,5,PIT,https://assets.nhle.com/mugs/nhl/20242025/PIT/8476891.png,24,D,25,121,146,472,125
8474578,Erik,Karlsson,5,PIT,https://assets.nhle.com/mugs/nhl/20242025/PIT/8474578.png,65,D,191,642,833,1029,-110
8471724,Kris,Letang,5,PIT,https://assets.nhle.com/mugs/nhl/20242025/PIT/8471724.png,58,D,170,582,752,1111,87
8477969,Marcus,Pettersson,5,PIT,https://assets.nhle.com/mugs/nhl/20242025/PIT/8477969.png,28,D,16,128,144,471,72
8483503,Owen,Pickering,5,PIT,https://assets.nhle.com/mugs/nhl/20242025/PIT/8483503.png,38,D,1,1,2,6,2
8478854,Ryan,Shea,5,PIT,https://assets.nhle.com/mugs/nhl/20242025/PIT/8478854.png,5,D,1,1,2,43,-1
8477465,Tristan,Jarry,5,PIT,https://assets.nhle.com/mugs/nhl/20242025/PIT/8477465.png,35,G,1,10,0,266,0
8477968,Alex,Nedeljkovic,5,PIT,https://assets.nhle.com/mugs/nhl/20242025/PIT/8477968.png,39,G,0,3,0,153,0
8481556,John,Beecher,6,BOS,https://assets.nhle.com/mugs/nhl/20242025/BOS/8481556.png,19,C,9,8,17,79,-4
8479638,Justin,Brazeau,6,BOS,https://assets.nhle.com/mugs/nhl/20242025/BOS/8479638.png,55,R,11,9,20,45,1
8475745,Charlie,Coyle,6,BOS,https://assets.nhle.com/mugs/nhl/20242025/BOS/8475745.png,13,C,179,279,458,895,48
8479365,Trent,Frederic,6,BOS,https://assets.nhle.com/mugs/nhl/20242025/BOS/8479365.png,11,C,50,53,103,308,25
8479987,Morgan,Geekie,6,BOS,https://assets.nhle.com/mugs/nhl/20242025/BOS/8479987.png,39,C,43,67,110,279,1
8474870,Tyler,Johnson,6,BOS,https://assets.nhle.com/mugs/nhl/20242025/BOS/8474870.png,90,C,193,240,433,746,23
8480355,Mark,Kastelic,6,BOS,https://assets.nhle.com/mugs/nhl/20242025/BOS/8480355.png,47,C,17,17,34,171,-5
8481043,Cole,Koepke,6,BOS,https://assets.nhle.com/mugs/nhl/20242025/BOS/8481043.png,45,L,6,7,13,53,4
8477496,Elias,Lindholm,6,BOS,https://assets.nhle.com/mugs/nhl/20242025/BOS/8477496.png,28,C,221,349,570,846,15
8473419,Brad,Marchand,6,BOS,https://assets.nhle.com/mugs/nhl/20242025/BOS/8473419.png,63,L,411,538,949,1057,291
8483397,Marc,McLaughlin,6,BOS,https://assets.nhle.com/mugs/nhl/20242025/BOS/8483397.png,26,C,4,0,4,18,-1
8477956,David,Pastrnak,6,BOS,https://assets.nhle.com/mugs/nhl/20242025/BOS/8477956.png,88,R,357,396,753,702,137
8478401,Pavel,Zacha,6,BOS,https://assets.nhle.com/mugs/nhl/20242025/BOS/8478401.png,18,C,117,190,307,574,-28
8478443,Brandon,Carlo,6,BOS,https://assets.nhle.com/mugs/nhl/20242025/BOS/8478443.png,25,D,29,74,103,582,127
8476854,Hampus,Lindholm,6,BOS,https://assets.nhle.com/mugs/nhl/20242025/BOS/8476854.png,27,D,73,240,313,762,147
8482511,Mason,Lohrei,6,BOS,https://assets.nhle.com/mugs/nhl/20242025/BOS/8482511.png,6,D,5,19,24,65,-11
8479325,Charlie,McAvoy,6,BOS,https://assets.nhle.com/mugs/nhl/20242025/BOS/8479325.png,73,D,58,229,287,482,149
8477851,Jordan,Oesterle,6,BOS,https://assets.nhle.com/mugs/nhl/20242025/BOS/8477851.png,82,D,19,70,89,377,-58
8479369,Andrew,Peeke,6,BOS,https://assets.nhle.com/mugs/nhl/20242025/BOS/8479369.png,52,D,10,38,48,255,-61
8478450,Parker,Wotherspoon,6,BOS,https://assets.nhle.com/mugs/nhl/20242025/BOS/8478450.png,29,D,0,9,9,68,11
8477507,Nikita,Zadorov,6,BOS,https://assets.nhle.com/mugs/nhl/20242025/BOS/8477507.png,91,D,49,105,154,670,15
8476914,Joonas,Korpisalo,6,BOS,https://assets.nhle.com/mugs/nhl/20242025/BOS/8476914.png,70,G,0,3,0,286,0
8480280,Jeremy,Swayman,6,BOS,https://assets.nhle.com/mugs/nhl/20242025/BOS/8480280.png,1,G,0,1,0,151,0
8477979,Nicolas,Aube-Kubel,7,BUF,https://assets.nhle.com/mugs/nhl/20242025/BUF/8477979.png,96,R,31,48,79,291,14
8484145,Zach,Benson,7,BUF,https://assets.nhle.com/mugs/nhl/20242025/BUF/8484145.png,9,L,14,23,37,90,-3
8481528,Dylan,Cozens,7,BUF,https://assets.nhle.com/mugs/nhl/20242025/BUF/8481528.png,24,C,71,106,177,305,-45
8478413,Jordan,Greenway,7,BUF,https://assets.nhle.com/mugs/nhl/20242025/BUF/8478413.png,12,L,55,102,157,417,29
8481522,Peyton,Krebs,7,BUF,https://assets.nhle.com/mugs/nhl/20242025/BUF/8481522.png,19,C,23,50,73,239,-31
8483468,Jiri,Kulich,7,BUF,https://assets.nhle.com/mugs/nhl/20242025/BUF/8483468.png,20,C,2,0,2,17,-2
8478043,Sam,Lafferty,7,BUF,https://assets.nhle.com/mugs/nhl/20242025/BUF/8478043.png,81,C,37,47,84,311,-26
8479359,Beck,Malenstyn,7,BUF,https://assets.nhle.com/mugs/nhl/20242025/BUF/8479359.png,29,L,10,18,28,130,-3
8480802,Ryan,McLeod,7,BUF,https://assets.nhle.com/mugs/nhl/20242025/BUF/8480802.png,71,C,38,49,87,244,16
8482175,JJ,Peterka,7,BUF,https://assets.nhle.com/mugs/nhl/20242025/BUF/8482175.png,77,R,48,51,99,184,-10
8482097,Jack,Quinn,7,BUF,https://assets.nhle.com/mugs/nhl/20242025/BUF/8482097.png,22,R,25,38,63,128,-19
8479420,Tage,Thompson,7,BUF,https://assets.nhle.com/mugs/nhl/20242025/BUF/8479420.png,72,C,145,128,273,392,-50
